#
#   VizieR Astronomical Server vizier.cds.unistra.fr
#    Date: 2026-09-06T23:19:26 [V7.6]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	service_protocol=ASU	  IVOID of the protocol through which the data was retrieved
#INFO	request_date=2026-09-06T23:19:26	  Query execution date
#INFO	request=https://vizier.cds.unistra.fr/viz-bin/asu-tsv?-source=J/MNRAS/438/3465/table2&-out=IDpt,x,y,z&-out.max=999999	  Full request URL
#INFO	contact=cds-question@unistra.fr	  Email or URL to contact publisher
#INFO	server_software=VizieR/7.6	  Software version
#INFO	publisher=CDS	  Data centre that produced the VOTable

#RESOURCE=yCat_74383465
#Name: J/MNRAS/438/3465
#Title: Cosmic web filaments in the SDSS (Tempel+, 2014)
#INFO	ivoid=ivo://cds.vizier/j/mnras/438/3465	    IVOID of underlying data collection
#INFO	data_ivoid=ivo://cds.vizier/j/mnras/438/3465	    IVOID of underlying data collection
#INFO	creator=Tempel E.	    First author or institution
#INFO	cites=bibcode:2014MNRAS.438.3465T	    Article or Data origin sources
#INFO	journal=MNRA	    Journal name
#INFO	original_date=2014	    Year of the article publication
#INFO	reference_url=https://cdsarc.cds.unistra.fr/viz-bin/cat/J/MNRAS/438/3465	    Dataset landing page
#INFO	citation=doi:10.26093/cds/vizier.74383465	    Dataset identifier that can be used for citation
#INFO	publication_date=2024-08-08	    Date of first publication in the data centre
#INFO	rights_uri=https://cds.unistra.fr/vizier-org/licences_vizier.html	    Licence URI
#Table	J_MNRAS_438_3465_table2:
#Name: J/MNRAS/438/3465/table2
#Title: Filament points properties
#Column	IDpt	(I6)	[1/275599] Unique identification number for a filament point, shared for all filaments	[ucd=pos.distance]
#Column	x	(F8.3)	Co-moving coordinate of the point (Mpc/h)	[ucd=pos.distance;pos.cartesian.x]
#Column	y	(F8.3)	Co-moving coordinate of the point (Mpc/h)	[ucd=pos.distance;pos.cartesian.y]
#Column	z	(F8.3)	Co-moving coordinate of the point (Mpc/h)	[ucd=pos.distance;pos.cartesian.z]
IDpt	x	y	z
 19074	 322.706	 275.670	  83.344
 19075	 322.416	 275.567	  83.740
 19076	 322.131	 275.466	  84.140
 19077	 321.838	 275.349	  84.529
 19078	 321.529	 275.186	  84.887
 19079	 321.208	 274.991	  85.221
 19080	 320.879	 274.782	  85.537
 19081	 320.552	 274.573	  85.854
 19082	 320.223	 274.373	  86.174
 19083	 319.897	 274.186	  86.504
 19084	 319.574	 274.005	  86.839
 19085	 319.251	 273.827	  87.177
 19086	 318.929	 273.634	  87.508
 19087	 318.637	 273.412	  87.850
 19088	 318.346	 273.165	  88.178
 19089	 318.022	 272.926	  88.482
 19090	 317.649	 272.711	  88.754
 19091	 317.261	 272.516	  89.021
 19092	-141.151	 171.296	  48.646
 19093	-141.069	 170.874	  48.931
 19094	-140.962	 170.431	  49.191
 19095	-140.877	 169.933	  49.427
 19096	-140.817	 169.491	  49.720
 19097	-140.791	 169.127	  50.079
 19098	-140.796	 168.902	  50.526
 19099	-140.813	 168.699	  50.984
 19100	-140.824	 168.505	  51.445
 19101	-140.834	 168.315	  51.908
 19102	-140.836	 168.136	  52.386
 19103	-140.808	 167.941	  52.853
 19104	-140.765	 167.747	  53.324
 19105	-140.720	 167.561	  53.793
 19106	-140.680	 167.402	  54.276
 19107	-140.605	 167.240	  54.743
 19108	-140.503	 167.075	  55.204
 19109	-140.389	 166.906	  55.662
 19110	-140.274	 166.746	  56.122
 19111	-140.144	 166.595	  56.580
 19112	-139.983	 166.455	  57.032
 19113	-139.790	 166.315	  57.473
 19114	-139.582	 166.172	  57.907
 19115	-139.371	 166.023	  58.338
 19116	-139.167	 165.889	  58.778
 19117	-138.978	 165.814	  59.232
 19118	-138.829	 165.830	  59.708
 19119	-138.707	 165.918	  60.192
 19120	-138.598	 166.033	  60.675
 19121	-138.479	 166.136	  61.151
 19122	-138.360	 166.235	  61.627
 19123	-138.243	 166.333	  62.103
 19124	-138.137	 166.437	  62.580
 19125	-138.053	 166.554	  63.059
 19126	-138.018	 166.694	  63.539
 19127	-138.021	 166.839	  64.020
 19128	-138.045	 166.979	  64.502
 19129	-138.064	 167.103	  64.987
 19130	-138.066	 167.189	  65.479
 19131	-138.049	 167.236	  65.977
 19132	-138.044	 167.267	  66.478
 19133	-138.053	 167.326	  66.975
 19134	-138.064	 167.402	  67.471
 19135	-138.032	 167.414	  67.977
 19136	-137.981	 167.352	  68.490
 19137	-137.929	 167.260	  69.001
 19138	-137.893	 167.212	  69.502
 19139	 193.943	 121.440	  63.979
 19140	 193.581	 121.711	  63.766
 19141	 193.216	 121.982	  63.556
 19142	 192.853	 122.252	  63.343
 19143	 192.489	 122.525	  63.133
 19144	 192.132	 122.807	  62.913
 19145	 191.793	 123.119	  62.703
 19146	 191.466	 123.457	  62.507
 19147	 191.145	 123.822	  62.374
 19148	 190.832	 124.203	  62.286
 19149	 190.541	 124.606	  62.230
 19150	 190.271	 125.022	  62.164
 19151	 190.009	 125.443	  62.092
 19152	 189.745	 125.861	  62.012
 19153	 189.482	 126.283	  61.945
 19154	 189.206	 126.698	  61.911
 19155	 188.914	 127.103	  61.907
 19156	 188.603	 127.494	  61.933
 19157	 188.291	 127.884	  61.960
 19158	 187.980	 128.277	  61.983
 19159	 187.671	 128.670	  62.014
 19160	 187.357	 129.056	  62.068
 19161	 187.023	 129.417	  62.164
 19162	 186.673	 129.750	  62.310
 19163	 186.218	 130.014	  62.341
 19164	 185.732	 130.248	  62.322
 19165	 185.210	 130.447	  62.230
 19166	 184.760	 130.668	  62.250
 19167	 -39.222	 246.343	-123.186
 19168	 -39.606	 246.074	-123.007
 19169	 -39.999	 245.822	-122.826
 19170	 -40.396	 245.576	-122.644
 19171	 -40.800	 245.321	-122.476
 19172	 -41.206	 245.083	-122.289
 19173	 -41.603	 244.857	-122.062
 19174	 -41.996	 244.678	-121.795
 19175	 -42.380	 244.485	-121.526
 19176	 -42.807	 244.162	-121.268
 19177	 -43.220	 243.909	-120.976
 19178	 -43.620	 243.739	-120.648
 19179	 -43.973	 243.753	-120.294
 19180	 -44.320	 243.731	-119.934
 19181	 -44.666	 243.714	-119.572
 19182	 -45.011	 243.684	-119.210
 19183	 -45.362	 243.646	-118.852
 19184	 -45.688	 243.586	-118.477
 19185	 -45.982	 243.516	-118.080
 19186	 -46.237	 243.426	-117.658
 19187	 -46.468	 243.315	-117.229
 19188	 -46.683	 243.174	-116.799
 19189	 -46.897	 243.017	-116.375
 19190	 -47.120	 242.872	-115.950
 19191	 -47.334	 242.727	-115.520
 19192	 -47.561	 242.526	-115.124
 19193	 -47.795	 242.295	-114.745
 19194	 -48.048	 242.053	-114.378
 19195	 -48.287	 241.852	-113.987
 19196	 -48.553	 241.657	-113.612
 19197	 -48.849	 241.454	-113.265
 19198	 -49.171	 241.260	-112.934
 19199	 -49.492	 241.066	-112.602
 19200	 -49.810	 240.882	-112.263
 19201	 -50.126	 240.693	-111.923
 19202	 -50.450	 240.510	-111.589
 19203	 -50.787	 240.332	-111.263
 19204	 -51.123	 240.163	-110.932
 19205	 -51.426	 240.028	-110.555
 19206	 -51.687	 239.957	-110.127
 19207	 -51.926	 239.963	-109.670
 19208	 -52.167	 239.991	-109.226
 19209	 -52.407	 240.017	-108.784
 19210	 -52.634	 240.049	-108.338
 19211	 -52.861	 240.074	-107.891
 19212	 -53.118	 240.092	-107.461
 19213	 -53.400	 240.129	-107.047
 19214	 -53.697	 240.208	-106.648
 19215	 -53.993	 240.338	-106.258
 19216	 -54.279	 240.475	-105.868
 19217	 -54.563	 240.621	-105.481
 19218	 -54.841	 240.772	-105.092
 19219	  99.372	 141.559	  57.340
 19220	  99.138	 141.972	  57.122
 19221	  98.894	 142.391	  56.959
 19222	  98.641	 142.815	  56.842
 19223	  98.369	 143.235	  56.764
 19224	  98.100	 143.661	  56.704
 19225	  97.840	 144.095	  56.664
 19226	  97.596	 144.534	  56.669
 19227	  97.357	 144.967	  56.732
 19228	  97.032	 145.359	  56.918
 19229	  96.814	 145.796	  57.032
 19230	  96.672	 146.277	  57.062
 19231	  96.624	 146.796	  57.024
 19232	  96.459	 147.245	  57.121
 19233	  96.225	 147.637	  57.334
 19234	  95.979	 148.007	  57.582
 19235	  95.754	 148.387	  57.828
 19236	  95.535	 148.779	  58.055
 19237	  95.321	 149.186	  58.256
 19238	  95.115	 149.603	  58.441
 19239	  94.920	 150.022	  58.634
 19240	  94.732	 150.437	  58.840
 19241	  94.541	 150.842	  59.062
 19242	  94.343	 151.240	  59.292
 19243	  94.143	 151.636	  59.523
 19244	  93.961	 152.035	  59.764
 19245	  93.797	 152.431	  60.027
 19246	  93.642	 152.811	  60.321
 19247	  93.459	 153.170	  60.622
 19248	  93.233	 153.508	  60.914
 19249	  92.978	 153.838	  61.189
 19250	  92.712	 154.167	  61.455
 19251	  92.446	 154.502	  61.718
 19252	  92.182	 154.830	  61.986
 19253	  91.917	 155.144	  62.272
 19254	  91.649	 155.421	  62.590
 19255	  91.394	 155.635	  62.960
 19256	  91.152	 155.805	  63.365
 19257	  90.930	 155.962	  63.788
 19258	  90.705	 156.138	  64.198
 19259	  90.478	 156.322	  64.604
 19260	  90.249	 156.504	  65.009
 19261	  90.026	 156.694	  65.415
 19262	  89.804	 156.879	  65.824
 19263	  89.592	 157.042	  66.247
 19264	  89.404	 157.110	  66.713
 19265	  89.250	 157.104	  67.210
 19266	  89.110	 157.050	  67.715
 19267	  88.963	 157.029	  68.197
 19268	  88.804	 157.022	  68.671
 19269	  88.642	 157.024	  69.144
 19270	  88.478	 157.006	  69.617
 19271	  88.307	 156.981	  70.088
 19272	  88.149	 156.931	  70.562
 19273	  88.005	 156.887	  71.038
 19274	  87.878	 156.837	  71.520
 19275	  87.751	 156.792	  72.001
 19276	  87.624	 156.750	  72.483
 19277	  87.498	 156.705	  72.965
 19278	  87.372	 156.663	  73.447
 19279	  87.248	 156.623	  73.930
 19280	  87.132	 156.605	  74.417
 19281	  87.007	 156.568	  74.899
 19282	  86.849	 156.484	  75.364
 19283	  86.653	 156.324	  75.799
 19284	  86.437	 156.121	  76.209
 19285	  86.235	 155.903	  76.612
 19286	  86.048	 155.671	  77.016
 19287	  85.892	 155.408	  77.419
 19288	  85.757	 155.136	  77.826
 19289	  85.665	 154.839	  78.227
 19290	  85.608	 154.508	  78.597
 19291	  85.597	 154.139	  78.942
 19292	  85.598	 153.752	  79.265
 19293	  85.595	 153.384	  79.604
 19294	  85.570	 153.026	  79.959
 19295	  85.560	 152.689	  80.350
 19296	  85.550	 152.301	  80.674
 19297	  85.607	 151.896	  80.968
 19298	  85.710	 151.470	  81.207
 19299	  85.870	 151.072	  81.476
 19300	  85.989	 150.631	  81.680
 19301	  86.095	 150.183	  81.878
 19302	  86.202	 149.743	  82.086
 19303	  86.307	 149.314	  82.322
 19304	  86.383	 148.869	  82.540
 19305	  86.414	 148.398	  82.718
 19306	  86.444	 147.930	  82.892
 19307	  86.468	 147.461	  83.064
 19308	  86.482	 146.988	  83.227
 19309	  86.477	 146.509	  83.371
 19310	  86.406	 146.025	  83.482
 19311	  86.258	 145.546	  83.560
 19312	  86.075	 145.071	  83.625
 19313	  85.908	 144.600	  83.698
 19314	  85.774	 144.126	  83.787
 19315	  85.644	 143.654	  83.884
 19316	  78.410	  83.812	  -0.419
 19317	  78.789	  83.616	  -0.156
 19318	  79.167	  83.421	   0.106
 19319	  79.539	  83.219	   0.372
 19320	  79.906	  83.014	   0.645
 19321	  80.248	  82.797	   0.951
 19322	  80.597	  82.576	   1.245
 19323	  80.970	  82.356	   1.500
 19324	  81.384	  82.139	   1.675
 19325	  81.809	  81.916	   1.818
 19326	  82.230	  81.686	   1.961
 19327	  82.646	  81.453	   2.113
 19328	  83.062	  81.215	   2.254
 19329	  83.477	  80.966	   2.380
 19330	  83.896	  80.709	   2.479
 19331	  84.313	  80.448	   2.578
 19332	  84.727	  80.171	   2.666
 19333	  85.115	  79.878	   2.792
 19334	  85.484	  79.583	   2.957
 19335	  85.829	  79.291	   3.172
 19336	  86.171	  79.006	   3.399
 19337	  86.508	  78.714	   3.627
 19338	  86.853	  78.422	   3.843
 19339	  87.196	  78.125	   4.060
 19340	  87.518	  77.825	   4.298
 19341	  87.806	  77.523	   4.572
 19342	  88.030	  77.219	   4.899
 19343	  88.205	  76.913	   5.258
 19344	  88.347	  76.603	   5.633
 19345	  88.492	  76.292	   6.000
 19346	  88.628	  75.977	   6.370
 19347	  88.744	  75.648	   6.762
 19348	  88.819	  75.399	   7.204
 19349	  88.876	  75.239	   7.678
 19350	  88.933	  75.160	   8.169
 19351	  89.000	  75.082	   8.660
 19352	  89.069	  75.001	   9.148
 19353	  89.135	  74.924	   9.638
 19354	  89.203	  74.868	  10.131
 19355	  89.286	  74.816	  10.622
 19356	  89.376	  74.751	  11.110
 19357	  89.474	  74.661	  11.592
 19358	  89.570	  74.560	  12.072
 19359	  89.669	  74.456	  12.552
 19360	  89.767	  74.352	  13.031
 19361	  89.870	  74.247	  13.509
 19362	  89.992	  74.110	  13.973
 19363	  90.167	  73.907	  14.396
 19364	  90.382	  73.642	  14.776
 19365	  90.616	  73.354	  15.130
 19366	  90.837	  73.083	  15.490
 19367	  91.050	  72.821	  15.859
 19368	  90.044	 166.301	 -85.141
 19369	  90.419	 166.244	 -84.713
 19370	  90.710	 166.122	 -84.271
 19371	  90.911	 165.917	 -83.840
 19372	  90.991	 165.680	 -83.420
 19373	  91.038	 165.543	 -82.944
 19374	  91.067	 165.499	 -82.424
 19375	  91.096	 165.375	 -81.936
 19376	  91.088	 165.210	 -81.460
 19377	  91.039	 165.012	 -80.994
 19378	  90.967	 164.880	 -80.514
 19379	  90.893	 164.778	 -80.029
 19380	  90.825	 164.714	 -79.538
 19381	  90.758	 164.653	 -79.046
 19382	  90.692	 164.584	 -78.553
 19383	  90.612	 164.537	 -78.061
 19384	  90.492	 164.564	 -77.582
 19385	  90.338	 164.668	 -77.118
 19386	  90.164	 164.812	 -76.666
 19387	  89.994	 164.944	 -76.212
 19388	  89.832	 165.065	 -75.751
 19389	  89.693	 165.186	 -75.285
 19390	  89.604	 165.293	 -74.805
 19391	  89.560	 165.372	 -74.314
 19392	  89.551	 165.399	 -73.813
 19393	  89.538	 165.388	 -73.313
 19394	  89.504	 165.354	 -72.814
 19395	  89.444	 165.319	 -72.318
 19396	  89.385	 165.289	 -71.823
 19397	  89.329	 165.256	 -71.327
 19398	  89.281	 165.217	 -70.830
 19399	  89.238	 165.178	 -70.333
 19400	  89.205	 165.123	 -69.837
 19401	  89.182	 165.045	 -69.344
 19402	  89.164	 164.946	 -68.853
 19403	  89.150	 164.851	 -68.362
 19404	  89.134	 164.772	 -67.868
 19405	  89.108	 164.712	 -67.370
 19406	  89.085	 164.662	 -66.869
 19407	  89.105	 164.620	 -66.370
 19408	  89.184	 164.586	 -65.876
 19409	  89.327	 164.542	 -65.397
 19410	  89.499	 164.474	 -64.932
 19411	  89.687	 164.370	 -64.480
 19412	  89.871	 164.249	 -64.031
 19413	  90.077	 164.110	 -63.595
 19414	  90.266	 163.924	 -63.170
 19415	  90.410	 163.684	 -62.751
 19416	  90.496	 163.398	 -62.338
 19417	  90.571	 163.097	 -61.935
 19418	  90.646	 162.787	 -61.545
 19419	  90.697	 162.474	 -61.158
 19420	  90.778	 162.116	 -60.806
 19421	  90.887	 161.725	 -60.488
 19422	  91.026	 161.310	 -60.198
 19423	  91.122	 160.918	 -59.898
 19424	  91.209	 160.529	 -59.592
 19425	  91.277	 160.114	 -59.325
 19426	  91.336	 159.668	 -59.110
 19427	  91.378	 159.199	 -58.935
 19428	  91.429	 158.728	 -58.772
 19429	  91.480	 158.259	 -58.608
 19430	  91.531	 157.789	 -58.444
 19431	  91.588	 157.320	 -58.280
 19432	  91.644	 156.851	 -58.117
 19433	  91.698	 156.381	 -57.954
 19434	  91.739	 155.909	 -57.794
 19435	  91.771	 155.435	 -57.638
 19436	 108.771	 163.948	  -3.863
 19437	 108.664	 163.543	  -3.574
 19438	 108.569	 163.155	  -3.264
 19439	 108.473	 162.773	  -2.947
 19440	 108.316	 162.380	  -2.632
 19441	 108.176	 162.004	  -2.297
 19442	 108.069	 161.648	  -1.938
 19443	 108.044	 161.324	  -1.541
 19444	 108.075	 160.980	  -1.170
 19445	 108.167	 160.620	  -0.835
 19446	 108.338	 160.254	  -0.542
 19447	 108.535	 159.886	  -0.265
 19448	 108.740	 159.521	   0.009
 19449	 108.934	 159.153	   0.287
 19450	 109.124	 158.785	   0.567
 19451	 109.328	 158.427	   0.852
 19452	 109.563	 158.098	   1.145
 19453	 109.831	 157.816	   1.456
 19454	 110.130	 157.581	   1.781
 19455	 110.435	 157.361	   2.113
 19456	 110.739	 157.138	   2.441
 19457	 111.032	 156.899	   2.772
 19458	 111.339	 156.668	   3.096
 19459	 111.661	 156.440	   3.404
 19460	 112.014	 156.212	   3.676
 19461	 112.374	 155.961	   3.917
 19462	 112.737	 155.690	   4.134
 19463	 113.087	 155.401	   4.346
 19464	 113.433	 155.108	   4.557
 19465	 113.774	 154.806	   4.764
 19466	 114.128	 154.513	   4.961
 19467	 114.488	 154.213	   5.136
 19468	 114.860	 153.914	   5.290
 19469	 115.222	 153.604	   5.447
 19470	 115.594	 153.302	   5.611
 19471	 115.930	 152.993	   5.820
 19472	 116.239	 152.697	   6.076
 19473	 116.507	 152.442	   6.420
 19474	 116.765	 152.238	   6.815
 19475	 117.006	 152.052	   7.235
 19476	 117.252	 151.839	   7.620
 19477	 117.509	 151.586	   7.966
 19478	 117.788	 151.310	   8.278
 19479	 118.088	 151.034	   8.570
 19480	 118.409	 150.770	   8.849
 19481	 118.736	 150.513	   9.128
 19482	 119.061	 150.257	   9.408
 19483	 119.396	 150.006	   9.684
 19484	 119.762	 149.764	   9.931
 19485	 120.160	 149.528	  10.140
 19486	 120.589	 149.293	  10.307
 19487	 -42.326	 327.437	  82.529
 19488	 -42.562	 327.003	  82.607
 19489	 -42.798	 326.570	  82.688
 19490	 -43.034	 326.136	  82.768
 19491	 -43.267	 325.702	  82.852
 19492	 -43.500	 325.264	  82.926
 19493	 -43.729	 324.811	  82.992
 19494	 -43.977	 324.374	  83.089
 19495	 -44.261	 324.011	  83.268
 19496	 -44.579	 323.719	  83.515
 19497	 -44.915	 323.472	  83.796
 19498	 -45.251	 323.208	  84.057
 19499	 -45.627	 322.924	  84.272
 19500	 -45.998	 322.645	  84.502
 19501	 -46.344	 322.394	  84.778
 19502	 -46.632	 322.198	  85.135
 19503	 -46.912	 322.039	  85.519
 19504	 -47.204	 321.905	  85.904
 19505	 -47.514	 321.784	  86.277
 19506	 -47.832	 321.675	  86.648
 19507	 -48.156	 321.570	  87.014
 19508	 -48.488	 321.475	  87.377
 19509	 -48.840	 321.402	  87.725
 19510	 -49.214	 321.368	  88.054
 19511	 -49.604	 321.377	  88.366
 19512	 -50.000	 321.411	  88.670
 19513	 -50.397	 321.455	  88.972
 19514	 -50.792	 321.491	  89.276
 19515	 -51.190	 321.527	  89.578
 19516	 -51.584	 321.554	  89.886
 19517	 -51.973	 321.577	  90.201
 19518	 -52.353	 321.607	  90.525
 19519	 -52.731	 321.677	  90.848
 19520	 -53.134	 321.787	  91.134
 19521	 -53.536	 321.957	  91.402
 19522	 -53.932	 322.102	  91.684
 19523	 -54.288	 322.214	  92.026
 19524	 -43.141	 193.886	 106.332
 19525	 -42.722	 194.149	 106.402
 19526	 -42.302	 194.403	 106.497
 19527	 -41.889	 194.669	 106.591
 19528	 -41.469	 194.920	 106.695
 19529	 -41.026	 195.146	 106.763
 19530	 -40.570	 195.356	 106.804
 19531	 -40.111	 195.572	 106.808
 19532	 -39.682	 195.836	 106.806
 19533	 -39.275	 196.129	 106.828
 19534	 -38.892	 196.454	 106.877
 19535	 -38.501	 196.764	 106.935
 19536	 -38.093	 197.050	 106.996
 19537	 -37.671	 197.318	 107.053
 19538	 -37.238	 197.563	 107.115
 19539	 -36.813	 197.790	 107.238
 19540	 -36.409	 197.998	 107.444
 19541	 -36.035	 198.210	 107.718
 19542	 -35.662	 198.423	 107.977
 19543	 -35.280	 198.643	 108.213
 19544	 -34.897	 198.874	 108.438
 19545	 -34.511	 199.103	 108.658
 19546	 -34.126	 199.323	 108.888
 19547	 -33.739	 199.542	 109.121
 19548	 -33.377	 199.767	 109.392
 19549	 -33.005	 199.941	 109.677
 19550	 -32.646	 200.060	 110.007
 19551	 -32.273	 200.155	 110.331
 19552	 -31.914	 200.282	 110.656
 19553	 -31.547	 200.432	 110.962
 19554	 -31.175	 200.581	 111.261
 19555	 -30.789	 200.744	 111.549
 19556	 -30.401	 200.894	 111.852
 19557	 -30.054	 201.025	 112.197
 19558	 -29.766	 201.108	 112.598
 19559	 -29.524	 201.180	 113.031
 19560	 -29.297	 201.246	 113.473
 19561	 -29.072	 201.330	 113.912
 19562	 -28.844	 201.410	 114.350
 19563	 -28.612	 201.498	 114.785
 19564	 -28.379	 201.572	 115.221
 19565	 -28.147	 201.611	 115.662
 19566	 -27.908	 201.587	 116.100
 19567	 -27.663	 201.517	 116.532
 19568	 -27.408	 201.427	 116.956
 19569	 -27.159	 201.338	 117.381
 19570	 -26.911	 201.250	 117.808
 19571	 -26.670	 201.168	 118.246
 19572	 -26.353	 200.727	 118.764
 19573	  93.856	 110.216	  15.472
 19574	  94.247	 110.066	  15.735
 19575	  94.712	 109.768	  15.916
 19576	  95.081	 109.563	  16.186
 19577	  95.438	 109.362	  16.480
 19578	  95.795	 109.165	  16.931
 19579	  96.188	 108.943	  17.256
 19580	  96.607	 108.654	  17.456
 19581	  97.042	 108.369	  17.511
 19582	  97.446	 108.066	  17.644
 19583	  97.799	 107.717	  17.789
 19584	  98.120	 107.299	  17.876
 19585	  98.432	 106.903	  17.971
 19586	  98.759	 106.552	  18.113
 19587	  99.099	 106.227	  18.283
 19588	  99.451	 105.930	  18.477
 19589	  99.818	 105.659	  18.681
 19590	 100.193	 105.413	  18.905
 19591	 100.571	 105.183	  19.139
 19592	 100.947	 104.966	  19.399
 19593	 101.355	 104.778	  19.637
 19594	 101.763	 104.574	  19.895
 19595	 102.147	 104.343	  20.183
 19596	 102.480	 104.094	  20.521
 19597	 102.805	 103.885	  20.845
 19598	 103.112	 103.669	  21.176
 19599	 103.382	 103.418	  21.511
 19600	 103.618	 103.126	  21.844
 19601	 103.846	 102.819	  22.170
 19602	 104.097	 102.531	  22.494
 19603	 104.379	 102.269	  22.812
 19604	 104.696	 102.042	  23.125
 19605	 105.034	 101.831	  23.430
 19606	 105.374	 101.619	  23.730
 19607	 105.717	 101.399	  24.022
 19608	 106.054	 101.171	  24.312
 19609	 106.388	 100.906	  24.573
 19610	 106.708	 100.592	  24.799
 19611	 107.021	 100.235	  24.981
 19612	 107.337	  99.873	  25.142
 19613	 107.646	  99.507	  25.294
 19614	 107.956	  99.135	  25.434
 19615	 108.273	  98.762	  25.562
 19616	 108.604	  98.397	  25.679
 19617	 108.925	  98.035	  25.808
 19618	 109.245	  97.681	  25.957
 19619	 109.573	  97.347	  26.136
 19620	 109.909	  97.033	  26.346
 19621	 110.220	  96.703	  26.561
 19622	 -61.467	 117.140	  15.017
 19623	 -61.203	 117.179	  15.440
 19624	 -60.947	 117.223	  15.869
 19625	 -60.723	 117.302	  16.338
 19626	 -60.462	 117.355	  16.780
 19627	 -60.146	 117.384	  17.174
 19628	 -59.754	 117.368	  17.483
 19629	 -59.344	 117.369	  17.769
 19630	 -58.929	 117.376	  18.048
 19631	 -58.515	 117.382	  18.330
 19632	 -58.102	 117.386	  18.612
 19633	 -57.684	 117.388	  18.887
 19634	 -57.247	 117.394	  19.129
 19635	 -56.796	 117.415	  19.342
 19636	 -56.334	 117.461	  19.530
 19637	 -55.875	 117.524	  19.720
 19638	 -55.418	 117.589	  19.913
 19639	 -54.962	 117.650	  20.109
 19640	 -54.510	 117.715	  20.312
 19641	 -54.057	 117.780	  20.514
 19642	 -53.607	 117.849	  20.723
 19643	 -53.154	 117.915	  20.928
 19644	 -52.694	 117.969	  21.116
 19645	 -52.222	 118.007	  21.279
 19646	 -51.739	 118.021	  21.412
 19647	 -51.251	 118.014	  21.526
 19648	 -50.762	 117.976	  21.635
 19649	 -50.278	 117.921	  21.753
 19650	 -49.803	 117.844	  21.891
 19651	 -49.339	 117.748	  22.050
 19652	 -48.888	 117.615	  22.220
 19653	 -48.439	 117.466	  22.386
 19654	 -47.992	 117.302	  22.545
 19655	 -47.594	 117.064	  22.732
 19656	 -47.252	 116.756	  22.940
 19657	 -46.986	 116.368	  23.163
 19658	 -46.742	 115.974	  23.367
 19659	 -46.515	 115.569	  23.569
 19660	 -46.274	 115.174	  23.763
 19661	 -46.016	 114.794	  23.960
 19662	 -45.756	 114.413	  24.153
 19663	 -45.499	 114.030	  24.348
 19664	 -45.250	 113.642	  24.542
 19665	 -44.982	 113.262	  24.726
 19666	 -44.688	 112.893	  24.890
 19667	 -44.368	 112.535	  25.037
 19668	 -44.048	 112.176	  25.180
 19669	 -43.743	 111.820	  25.356
 19670	 -43.444	 111.459	  25.531
 19671	 -43.145	 111.092	  25.701
 19672	 -42.823	 110.729	  25.835
 19673	 -42.494	 110.352	  25.912
 19674	 -42.155	 109.971	  25.942
 19675	 -41.825	 109.568	  25.922
 19676	  43.176	 214.713	 -15.658
 19677	  43.388	 214.796	 -15.213
 19678	  43.601	 214.884	 -14.768
 19679	  43.819	 214.973	 -14.322
 19680	  44.059	 215.074	 -13.873
 19681	  44.319	 215.095	 -13.435
 19682	  44.585	 215.028	 -13.017
 19683	  44.844	 214.868	 -12.621
 19684	  45.033	 214.609	 -12.246
 19685	  45.185	 214.300	 -11.882
 19686	  45.297	 213.954	 -11.522
 19687	  45.449	 213.652	 -11.153
 19688	  45.611	 213.355	 -10.784
 19689	  45.766	 213.050	 -10.418
 19690	  45.906	 212.739	 -10.034
 19691	  46.066	 212.429	  -9.652
 19692	  46.305	 212.139	  -9.316
 19693	  46.621	 211.888	  -9.022
 19694	  46.977	 211.672	  -8.743
 19695	  47.325	 211.472	  -8.441
 19696	  47.667	 211.267	  -8.138
 19697	  48.012	 211.078	  -7.827
 19698	  48.391	 210.915	  -7.546
 19699	  48.806	 210.754	  -7.326
 19700	  49.254	 210.588	  -7.170
 19701	  49.709	 210.416	  -7.039
 19702	  50.164	 210.256	  -6.894
 19703	  50.635	 210.085	  -6.754
 19704	  51.078	 209.922	  -6.556
 19705	  51.490	 209.760	  -6.308
 19706	  51.771	 209.641	  -5.897
 19707	  51.982	 209.539	  -5.422
 19708	  52.136	 209.456	  -4.903
 19709	  52.324	 209.355	  -4.449
 19710	  52.534	 209.262	  -4.005
 19711	  52.721	 209.194	  -3.544
 19712	  52.925	 209.147	  -3.088
 19713	  53.122	 209.093	  -2.630
 19714	  53.316	 209.048	  -2.171
 19715	  53.808	 209.297	  -1.702
 19716	 -38.673	 106.710	 -40.592
 19717	 -38.954	 107.033	 -40.333
 19718	 -39.231	 107.350	 -40.063
 19719	 -39.507	 107.669	 -39.793
 19720	 -39.791	 107.976	 -39.518
 19721	 -40.027	 108.380	 -39.302
 19722	 -40.302	 108.763	 -39.110
 19723	 -40.586	 109.147	 -38.932
 19724	 -40.964	 109.398	 -38.711
 19725	 -41.331	 109.650	 -38.472
 19726	 -41.696	 109.914	 -38.246
 19727	 -42.030	 110.211	 -38.020
 19728	 -42.353	 110.520	 -37.794
 19729	 -42.660	 110.835	 -37.554
 19730	 -42.954	 111.156	 -37.306
 19731	 -43.238	 111.470	 -37.038
 19732	 -43.523	 111.777	 -36.763
 19733	 -43.807	 112.075	 -36.478
 19734	 -44.090	 112.369	 -36.187
 19735	 -44.369	 112.670	 -35.899
